Timestamp,Player Name,Player UUID,Class,ID,Name,Position,Change,Old Data,New Data
"2023-03-11T17:35:41.935+08:00","CQN2022","1c6d7033-5219-3e59-ba1e-34d95c9c908a","mtr.block.BlockNode","","","(-498, 64, 447)","DELETE","{
  ""type"": ""TRAIN""
}","{}"
"2023-03-11T17:35:43.646+08:00","CQN2022","1c6d7033-5219-3e59-ba1e-34d95c9c908a","mtr.block.BlockNode","","","(-497, 64, 447)","DELETE","{
  ""type"": ""TRAIN""
}","{}"
"2023-03-11T17:37:36.923+08:00","CQN2022","1c6d7033-5219-3e59-ba1e-34d95c9c908a","mtr.data.Rail","","","(-178, 64, 555)
(-497, 64, 555)","CREATE","{}","{
  ""type"": ""PLATFORM"",
  ""one_way"": false
}"
"2023-03-11T17:37:46.919+08:00","CQN2022","1c6d7033-5219-3e59-ba1e-34d95c9c908a","mtr.data.Rail","","","(-178, 64, 545)
(-497, 64, 545)","CREATE","{}","{
  ""type"": ""PLATFORM"",
  ""one_way"": false
}"
"2023-03-11T17:37:56.086+08:00","CQN2022","1c6d7033-5219-3e59-ba1e-34d95c9c908a","mtr.data.Rail","","","(-178, 64, 528)
(-497, 64, 528)","CREATE","{}","{
  ""type"": ""PLATFORM"",
  ""one_way"": false
}"
"2023-03-11T17:38:07.570+08:00","CQN2022","1c6d7033-5219-3e59-ba1e-34d95c9c908a","mtr.data.Rail","","","(-178, 64, 518)
(-497, 64, 518)","CREATE","{}","{
  ""type"": ""PLATFORM"",
  ""one_way"": false
}"
"2023-03-11T17:38:16.571+08:00","CQN2022","1c6d7033-5219-3e59-ba1e-34d95c9c908a","mtr.data.Rail","","","(-178, 64, 501)
(-497, 64, 501)","CREATE","{}","{
  ""type"": ""PLATFORM"",
  ""one_way"": false
}"
"2023-03-11T17:38:37.620+08:00","CQN2022","1c6d7033-5219-3e59-ba1e-34d95c9c908a","mtr.data.Rail","","","(-178, 64, 491)
(-497, 64, 491)","CREATE","{}","{
  ""type"": ""PLATFORM"",
  ""one_way"": false
}"
"2023-03-11T17:38:50.776+08:00","CQN2022","1c6d7033-5219-3e59-ba1e-34d95c9c908a","mtr.data.Rail","","","(-178, 64, 474)
(-497, 64, 474)","CREATE","{}","{
  ""type"": ""PLATFORM"",
  ""one_way"": false
}"
"2023-03-11T17:38:59.168+08:00","CQN2022","1c6d7033-5219-3e59-ba1e-34d95c9c908a","mtr.data.Rail","","","(-178, 64, 464)
(-497, 64, 464)","CREATE","{}","{
  ""type"": ""PLATFORM"",
  ""one_way"": false
}"
"2023-03-11T17:39:11.642+08:00","CQN2022","1c6d7033-5219-3e59-ba1e-34d95c9c908a","mtr.data.Rail","","","(-178, 64, 447)
(-497, 64, 447)","CREATE","{}","{
  ""type"": ""PLATFORM"",
  ""one_way"": false
}"
"2023-03-11T17:39:23.027+08:00","CQN2022","1c6d7033-5219-3e59-ba1e-34d95c9c908a","mtr.data.Rail","","","(-178, 64, 437)
(-497, 64, 437)","CREATE","{}","{
  ""type"": ""PLATFORM"",
  ""one_way"": false
}"
"2023-03-11T17:39:43.381+08:00","CQN2022","1c6d7033-5219-3e59-ba1e-34d95c9c908a","mtr.data.Rail","","","(-178, 64, 420)
(-497, 64, 420)","CREATE","{}","{
  ""type"": ""PLATFORM"",
  ""one_way"": false
}"
"2023-03-11T17:39:51.578+08:00","CQN2022","1c6d7033-5219-3e59-ba1e-34d95c9c908a","mtr.data.Rail","","","(-178, 64, 410)
(-497, 64, 410)","CREATE","{}","{
  ""type"": ""PLATFORM"",
  ""one_way"": false
}"
"2023-03-11T17:40:02.628+08:00","CQN2022","1c6d7033-5219-3e59-ba1e-34d95c9c908a","mtr.data.Rail","","","(-178, 64, 393)
(-497, 64, 393)","CREATE","{}","{
  ""type"": ""PLATFORM"",
  ""one_way"": false
}"
"2023-03-11T17:40:14.324+08:00","CQN2022","1c6d7033-5219-3e59-ba1e-34d95c9c908a","mtr.data.Rail","","","(-178, 64, 383)
(-497, 64, 383)","CREATE","{}","{
  ""type"": ""PLATFORM"",
  ""one_way"": false
}"
"2023-03-11T17:40:23.533+08:00","CQN2022","1c6d7033-5219-3e59-ba1e-34d95c9c908a","mtr.data.Rail","","","(-178, 64, 366)
(-497, 64, 366)","CREATE","{}","{
  ""type"": ""PLATFORM"",
  ""one_way"": false
}"
"2023-03-11T17:40:38.923+08:00","CQN2022","1c6d7033-5219-3e59-ba1e-34d95c9c908a","mtr.data.Rail","","","(-178, 64, 356)
(-497, 64, 356)","CREATE","{}","{
  ""type"": ""PLATFORM"",
  ""one_way"": false
}"
"2023-03-11T17:40:53.972+08:00","CQN2022","1c6d7033-5219-3e59-ba1e-34d95c9c908a","mtr.data.Rail","","","(-178, 64, 339)
(-497, 64, 339)","CREATE","{}","{
  ""type"": ""PLATFORM"",
  ""one_way"": false
}"
"2023-03-11T17:41:04.025+08:00","CQN2022","1c6d7033-5219-3e59-ba1e-34d95c9c908a","mtr.data.Rail","","","(-178, 64, 329)
(-497, 64, 329)","CREATE","{}","{
  ""type"": ""PLATFORM"",
  ""one_way"": false
}"
"2023-03-11T17:41:13.402+08:00","CQN2022","1c6d7033-5219-3e59-ba1e-34d95c9c908a","mtr.data.Rail","","","(-178, 64, 312)
(-497, 64, 312)","CREATE","{}","{
  ""type"": ""PLATFORM"",
  ""one_way"": false
}"
"2023-03-11T17:41:22.977+08:00","CQN2022","1c6d7033-5219-3e59-ba1e-34d95c9c908a","mtr.data.Rail","","","(-178, 64, 302)
(-497, 64, 302)","CREATE","{}","{
  ""type"": ""PLATFORM"",
  ""one_way"": false
}"
"2023-03-11T17:41:36.698+08:00","CQN2022","1c6d7033-5219-3e59-ba1e-34d95c9c908a","mtr.data.Rail","","","(-179, 64, 302)
(-496, 64, 302)","CREATE","{}","{
  ""type"": ""SIDING"",
  ""one_way"": false
}"
"2023-03-11T17:42:06.534+08:00","CQN2022","1c6d7033-5219-3e59-ba1e-34d95c9c908a","mtr.data.Depot","[7714764887787275170]","机场站车场","","DELETE","{
  ""id"": 7714764887787275170,
  ""transport_mode"": ""TRAIN"",
  ""name"": ""机场站车场"",
  ""color"": 16711680,
  ""x_min"": -280,
  ""z_min"": -891,
  ""x_max"": -197,
  ""z_max"": -633,
  ""route_ids"": [
    2441372932462935066,
    -5320859037433127488
  ],
  ""use_real_time"": false,
  ""repeat_infinitely"": false,
  ""cruising_altitude"": 256,
  ""frequencies"": [
    4,
    4,
    4,
    4,
    4,
    4,
    4,
    4,
    4,
    4,
    4,
    4,
    4,
    4,
    4,
    4,
    4,
    4,
    4,
    4,
    4,
    4,
    4,
    4
  ],
  ""departures"": []
}","{}"
"2023-03-11T17:42:10.313+08:00","CQN2022","1c6d7033-5219-3e59-ba1e-34d95c9c908a","mtr.data.Route","[-6665734474813470953]","西苑电车1号线","","DELETE","{
  ""id"": -6665734474813470953,
  ""transport_mode"": ""TRAIN"",
  ""name"": ""西苑电车1号线"",
  ""color"": 16711680,
  ""platform_ids"": [
    -6720958399235084714,
    1514890104860119730,
    -732642242001100371,
    5736097796000377099,
    -649126349472060941,
    3089838258653536503
  ],
  ""custom_destinations"": [
    """",
    """",
    """",
    """",
    """",
    """"
  ],
  ""route_type"": ""LIGHT_RAIL"",
  ""is_light_rail_route"": false,
  ""is_route_hidden"": false,
  ""disable_next_station_announcements"": false,
  ""light_rail_route_number"": ""1"",
  ""circular_state"": ""NONE""
}","{}"
"2023-03-11T17:42:35.087+08:00","CQN2022","1c6d7033-5219-3e59-ba1e-34d95c9c908a","mtr.data.Station","[-445032311621033894]","西苑一号行星发动机","","DELETE","{
  ""id"": -445032311621033894,
  ""transport_mode"": ""TRAIN"",
  ""name"": ""西苑一号行星发动机"",
  ""color"": 16711680,
  ""x_min"": 437,
  ""z_min"": 477,
  ""x_max"": 493,
  ""z_max"": 504,
  ""zone"": 0,
  ""exits"": {}
}","{}"
"2023-03-11T17:42:53.797+08:00","CQN2022","1c6d7033-5219-3e59-ba1e-34d95c9c908a","mtr.data.Siding","[-8732550070860309025]","1","","EDIT","{
  ""train_custom_id"": ""sp1900"",
  ""train_type"": ""train_24_2""
}","{
  ""train_custom_id"": ""mtr_custom_train_cr400bf_c_5144"",
  ""train_type"": ""train_23_2""
}"
"2023-03-11T17:45:34.244+08:00","CQN2022","1c6d7033-5219-3e59-ba1e-34d95c9c908a","mtr.data.Rail","","","(-179, 64, 447)
(-496, 64, 447)","CREATE","{}","{
  ""type"": ""SIDING"",
  ""one_way"": false
}"
"2023-03-11T17:46:03.089+08:00","CQN2022","1c6d7033-5219-3e59-ba1e-34d95c9c908a","mtr.data.Siding","[7799547315215848925]","1","","EDIT","{
  ""train_custom_id"": ""sp1900""
}","{
  ""train_custom_id"": ""mtr_custom_train_crh380a""
}"
"2023-03-11T17:47:53.867+08:00","CQN2022","1c6d7033-5219-3e59-ba1e-34d95c9c908a","mtr.block.BlockNode","","","(-413, 64, 464)","DELETE","{
  ""type"": ""TRAIN""
}","{}"
"2023-03-11T17:47:55.169+08:00","CQN2022","1c6d7033-5219-3e59-ba1e-34d95c9c908a","mtr.data.Rail","","","(-179, 64, 464)
(-413, 64, 464)","CREATE","{}","{
  ""type"": ""SIDING"",
  ""one_way"": false
}"
"2023-03-11T17:48:11.082+08:00","CQN2022","1c6d7033-5219-3e59-ba1e-34d95c9c908a","mtr.data.Siding","[3951843717325837478]","1","","EDIT","{
  ""train_custom_id"": ""sp1900"",
  ""train_type"": ""train_24_2""
}","{
  ""train_custom_id"": ""mtr_custom_train_express_train1"",
  ""train_type"": ""train_31_2""
}"
"2023-03-11T17:48:46.784+08:00","CQN2022","1c6d7033-5219-3e59-ba1e-34d95c9c908a","mtr.data.Siding","[3951843717325837478]","1","","EDIT","{
  ""train_custom_id"": ""mtr_custom_train_express_train1"",
  ""train_type"": ""train_31_2""
}","{
  ""train_custom_id"": ""mtr_custom_train_crh5a"",
  ""train_type"": ""class_802_gwr""
}"
"2023-03-11T17:49:05.439+08:00","CQN2022","1c6d7033-5219-3e59-ba1e-34d95c9c908a","mtr.block.BlockNode","","","(-413, 64, 464)","DELETE","{
  ""type"": ""TRAIN""
}","{}"
"2023-03-11T17:49:18.938+08:00","CQN2022","1c6d7033-5219-3e59-ba1e-34d95c9c908a","mtr.data.Rail","","","(-179, 64, 464)
(-399, 64, 464)","CREATE","{}","{
  ""type"": ""SIDING"",
  ""one_way"": false
}"
"2023-03-11T17:49:34.817+08:00","CQN2022","1c6d7033-5219-3e59-ba1e-34d95c9c908a","mtr.data.Siding","[2587169118724593449]","1","","EDIT","{
  ""train_custom_id"": ""sp1900"",
  ""train_type"": ""train_24_2""
}","{
  ""train_custom_id"": ""mtr_custom_train_crh6z"",
  ""train_type"": ""class_802_gwr""
}"
"2023-03-11T17:49:38.119+08:00","CQN2022","1c6d7033-5219-3e59-ba1e-34d95c9c908a","mtr.data.Siding","[2587169118724593449]","1","","EDIT","{
  ""train_custom_id"": ""mtr_custom_train_crh6z""
}","{
  ""train_custom_id"": ""mtr_custom_train_crh5a""
}"
"2023-03-11T17:50:44.121+08:00","CQN2022","1c6d7033-5219-3e59-ba1e-34d95c9c908a","mtr.data.Rail","","","(-165, 64, 474)
(-496, 64, 474)","CREATE","{}","{
  ""type"": ""SIDING"",
  ""one_way"": false
}"
"2023-03-11T17:51:08.243+08:00","CQN2022","1c6d7033-5219-3e59-ba1e-34d95c9c908a","mtr.data.Siding","[1247378064248920957]","1","","EDIT","{
  ""train_custom_id"": ""sp1900""
}","{
  ""train_custom_id"": ""e44""
}"
"2023-03-11T17:51:12.476+08:00","CQN2022","1c6d7033-5219-3e59-ba1e-34d95c9c908a","mtr.data.Siding","[1247378064248920957]","1","","EDIT","{
  ""train_custom_id"": ""e44"",
  ""train_type"": ""train_24_2""
}","{
  ""train_custom_id"": ""mtr_custom_train_cr200j-2"",
  ""train_type"": ""class_802_gwr""
}"
"2023-03-11T17:51:16.818+08:00","CQN2022","1c6d7033-5219-3e59-ba1e-34d95c9c908a","mtr.data.Siding","[1247378064248920957]","1","","EDIT","{
  ""train_custom_id"": ""mtr_custom_train_cr200j-2""
}","{
  ""train_custom_id"": ""mtr_custom_train_cr200j""
}"
"2023-03-11T17:51:19.870+08:00","CQN2022","1c6d7033-5219-3e59-ba1e-34d95c9c908a","mtr.data.Siding","[1247378064248920957]","1","","EDIT","{
  ""train_custom_id"": ""mtr_custom_train_cr200j""
}","{
  ""train_custom_id"": ""mtr_custom_train_cr300af""
}"
"2023-03-11T17:51:27.172+08:00","CQN2022","1c6d7033-5219-3e59-ba1e-34d95c9c908a","mtr.data.Siding","[1247378064248920957]","1","","EDIT","{
  ""train_custom_id"": ""mtr_custom_train_cr300af""
}","{
  ""train_custom_id"": ""mtr_custom_train_cr300bf""
}"
"2023-03-11T17:51:44.089+08:00","CQN2022","1c6d7033-5219-3e59-ba1e-34d95c9c908a","mtr.data.Siding","[1247378064248920957]","1","","EDIT","{
  ""train_custom_id"": ""mtr_custom_train_cr300bf""
}","{
  ""train_custom_id"": ""mtr_custom_train_crh3a""
}"
"2023-03-11T17:51:49.476+08:00","CQN2022","1c6d7033-5219-3e59-ba1e-34d95c9c908a","mtr.data.Siding","[1247378064248920957]","1","","EDIT","{
  ""train_custom_id"": ""mtr_custom_train_crh3a"",
  ""train_type"": ""class_802_gwr""
}","{
  ""train_custom_id"": ""mtr_custom_train_cr400bf_j"",
  ""train_type"": ""train_23_2""
}"
"2023-03-11T17:51:54.418+08:00","CQN2022","1c6d7033-5219-3e59-ba1e-34d95c9c908a","mtr.data.Siding","[1247378064248920957]","1","","EDIT","{
  ""train_custom_id"": ""mtr_custom_train_cr400bf_j""
}","{
  ""train_custom_id"": ""mtr_custom_train_cr400af""
}"
